Depmap ID,Expression Public 23Q2,Cell Line Name,Primary Disease,Lineage,Lineage Subtype
ACH-001033,7.888621497344038,CHLA57,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001034,8.484218708433163,CHLA9,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001035,8.945999737494654,CHLA99,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001036,9.066169936054887,CMK115,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-001038,7.519950702504634,COGE352,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001041,8.389609830415269,CHL1DM,Melanoma,Skin,Melanoma
ACH-001048,8.322919606934748,COV504,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001050,7.700370356135219,CW9019,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001053,6.916476644437717,D425,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001054,7.461070114033051,D458,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001057,7.332170850415109,DERL2,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001059,8.326339596780464,DL,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001060,7.880134492709685,DL40,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001061,9.403331639949872,DLD1,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001067,8.133296365700577,F5,Meningothelial Tumor,CNS/Brain,Meningothelial Tumor
ACH-001068,7.127117349726852,FEPD,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001075,7.067380578019059,NCIH292,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-001086,7.419623158622882,HELA,Cervical Adenocarcinoma,Cervix,Cervical Adenocarcinoma
ACH-001096,6.131959822898301,JR,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001097,8.395962489099919,KARPAS384,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001098,8.50008498799377,KCIMOH1,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-001099,8.046469232761895,KD,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001100,8.324000479838565,KHYG1,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma
ACH-001106,7.986126464179273,KOPN8,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-001109,7.497452695977238,KPMRTRY,Rhabdoid Cancer,Kidney,Rhabdoid Cancer
ACH-001111,7.235344128172668,L82,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001113,8.752949249054721,LC1SQSF,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-001119,6.845866357091157,MAC2A,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001128,8.655172911883747,MON,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001129,8.020813304252453,MONOMAC1,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-001132,7.521600439723727,MTA,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma
ACH-001134,8.859348419765706,MYLA,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma
ACH-001142,7.056908618323252,NHAHTDD,Non-Cancerous,CNS/Brain,Non-Cancerous
ACH-001145,9.005540342745753,OC316,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001147,7.3471341137560975,OCILY12,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001148,7.7420735997562495,OCILY132,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001151,9.158382474253717,OVCAR5,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001163,8.176771550156152,CCLFPEDS0001T,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma
ACH-001164,7.36053986165181,CCLFPEDS0003T,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma
ACH-001172,8.724547958982551,U251MGDM,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001183,8.10706011020335,RT11284,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-001184,7.532161084983212,SCMCRM2,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001188,7.312338439316053,SHSY5Y,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001190,8.985870392246207,SKMEL2,Melanoma,Skin,Melanoma
ACH-001192,7.368244526376844,SKNEP1,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001193,7.575161033425394,SKPNDW,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001194,8.331902233804703,SKRC31,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma
ACH-001196,8.061722203498437,SMSCTR,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001197,8.019090284909183,SMZ1,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001200,8.015638060470122,STM9101,Rhabdoid Cancer,Kidney,Rhabdoid Cancer
ACH-001201,6.490570130446201,SUMB002,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001207,8.562891109466674,TIG3TD,Non-Cancerous,Fibroblast,Non-Cancerous
ACH-001210,8.357815888112565,TTC1240,Rhabdoid Cancer,Kidney,Rhabdoid Cancer
ACH-001211,8.346868269025597,TTC549,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001228,9.07336503575089,UPCISCC152,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001229,9.331342455179737,UPCISCC154,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001232,9.22124876114444,UW228,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001239,7.47021145739054,WM2664,Melanoma,Skin,Melanoma
ACH-001270,9.179287104646004,127399,Synovial Sarcoma,Soft Tissue,Synovial Sarcoma
ACH-001274,8.613089583038295,SW982,Synovial Sarcoma,Soft Tissue,Synovial Sarcoma
ACH-001275,9.089371028076837,SYO1,Synovial Sarcoma,Soft Tissue,Synovial Sarcoma
ACH-001277,8.680781456701158,YAMATO,Synovial Sarcoma,Soft Tissue,Synovial Sarcoma
ACH-001278,7.654063132643982,BIN67,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001279,8.080924093943203,SCCOHT1,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001280,9.166338857234235,SCS214,Synovial Sarcoma,Soft Tissue,Synovial Sarcoma
ACH-001283,8.794805731246653,TC106,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001289,8.534458525580265,COGAR359,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001295,9.078978018201452,Y79,Retinoblastoma,Eye,Retinoblastoma
ACH-001300,8.203396948546116,CHLA15,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001301,7.756889855074617,COGN278,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001302,7.779653701998116,COGN305,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001303,7.423326047069894,NB1643,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001306,8.502871574574138,8305C,Anaplastic Thyroid Cancer,Thyroid,Anaplastic Thyroid Cancer
ACH-001307,7.186460940035483,8505C,Anaplastic Thyroid Cancer,Thyroid,Anaplastic Thyroid Cancer
ACH-001310,7.704871964456353,HA1E,Non-Cancerous,Kidney,Non-Cancerous
ACH-001318,8.791065185808327,PLCPRF5,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma
ACH-001321,7.553283696827423,TT,Medullary Thyroid Cancer,Thyroid,Medullary Thyroid Cancer
ACH-001322,9.769474232051031,CME1,Synovial Sarcoma,Soft Tissue,Synovial Sarcoma
ACH-001328,6.995936703504587,A431,Cutaneous Squamous Cell Carcinoma,Skin,Cutaneous Squamous Cell Carcinoma
ACH-001329,8.62494163667865,ANGMCSS,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001332,8.454792789833219,BICR78,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001333,9.52845411076479,C33A,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001334,7.551131452774108,C4I,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001335,8.131548329729258,C4II,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001336,8.319265670728532,CASKI,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001338,8.39557697654977,CHP134,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001339,7.5259905383289425,COLO794,Melanoma,Skin,Melanoma
ACH-001340,9.639268345957683,COV413A,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001341,8.301724813165563,DOTC24510,Mixed Cervical Carcinoma,Cervix,Mixed Cervical Carcinoma
ACH-001344,9.380915556071027,GIMEN,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001345,9.044913177597456,GP5D,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001346,7.292505696982039,H103,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001347,8.404119724396125,H157,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001350,8.96289600533726,HTCC3,Anaplastic Thyroid Cancer,Thyroid,Anaplastic Thyroid Cancer
ACH-001353,9.476867688933089,JOPACA1,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-001354,8.881083362364596,LAN2,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001356,9.359903263934706,MB1,Anaplastic Thyroid Cancer,Thyroid,Anaplastic Thyroid Cancer
ACH-001360,8.18962691588486,MS751,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001366,8.583308464847677,NGP,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001367,8.425467697186967,NMB,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001368,7.252949213398786,OACM51,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-001369,8.433168115419818,OCIC5X,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001370,8.409433367720796,OCIP5X,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001373,8.085020923903874,OV17R,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001374,9.161131882984307,PA1,Ovarian Germ Cell Tumor,Ovary/Fallopian Tube,Ovarian Germ Cell Tumor
ACH-001375,8.390082950951662,PACADD119,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-001376,8.554281862626391,PACADD135,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-001377,9.56628241508752,PACADD137,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-001378,9.086268941557543,PACADD159,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-001379,8.884994680822302,PACADD161,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-001380,8.57500972029495,PACADD165,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-001382,9.206110827235452,PACADD188,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-001384,9.02267296624319,RO82W1,Well-Differentiated Thyroid Cancer,Thyroid,Well-Differentiated Thyroid Cancer
ACH-001385,7.66696957247829,RPMI2650,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001386,7.811342579740374,SCLC22H,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-001388,5.004501392234941,SUM102PT,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001389,9.757540021848714,SUM1315MO2,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001390,8.280353209536347,SUM149PT,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001391,8.100294391713524,SUM159PT,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001392,8.945911977873344,SUM185PE,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001393,8.491853096329674,SUM190PT,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001394,7.841155460680484,SUM229PE,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001395,9.253256579781151,SUM44PE,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001396,8.736300448613752,SUM52PE,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001398,9.024114635600936,SW156,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma
ACH-001399,8.679444911392396,SW626,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001400,6.524189078449365,SW954,Squamous Cell Carcinoma of the Vulva/Vagina,Vulva/Vagina,Squamous Cell Carcinoma of the Vulva/Vagina
ACH-001401,9.23165320438368,SW13,Adrenocortical Carcinoma,Adrenal Gland,Adrenocortical Carcinoma
ACH-001402,9.262071348516931,SW756,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001403,9.045568563291022,TO14,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001407,8.785387075399901,UMUC13,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-001408,9.389889420394328,UMUC14,Urethral Cancer,Bladder/Urinary Tract,Urethral Cancer
ACH-001409,9.30795213574754,UMUC16,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-001410,8.994070527741197,UMUC4,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-001411,8.481153605437793,UMUC5,Bladder Squamous Cell Carcinoma,Bladder/Urinary Tract,Bladder Squamous Cell Carcinoma
ACH-001412,8.297970892365305,UMUC10,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-001413,8.685589801169943,UMUC11,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-001414,7.287897032697134,UMUC6,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-001415,9.01321099459576,UMUC7,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-001416,9.935651269360324,UMUC9,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-001418,8.883651360826844,UWB1289,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001419,9.529020528417696,VP229,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001421,8.890781061495067,WERIRB1,Retinoblastoma,Eye,Retinoblastoma
ACH-001422,7.774523529590231,WPE1NA22,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma
ACH-001430,7.493295070503581,TC138,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001431,7.7332187426024595,TC205,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001441,7.39480564226532,921,Ocular Melanoma,Eye,Ocular Melanoma
ACH-001442,8.159719997193214,A388,Cutaneous Squamous Cell Carcinoma,Skin,Cutaneous Squamous Cell Carcinoma
ACH-001443,8.106536768868889,ASH3,Anaplastic Thyroid Cancer,Thyroid,Anaplastic Thyroid Cancer
ACH-001450,8.001745956617128,BLUE1,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001451,9.651841009815405,BOKU,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001453,8.428737024942514,BPH1,Non-Cancerous,Prostate,Non-Cancerous
ACH-001454,8.439789337089689,C10,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001456,7.640751056220832,C125PM,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001458,8.434461432441339,C75,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001459,8.080604371320732,C80,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001460,7.994862533508576,C84,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001461,7.455080584687089,C99,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001481,8.511713127334389,CHLA90,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001484,8.901771981098943,CI,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-001485,8.58665216912537,CII,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-001494,9.710427633485937,EGI1,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001495,8.381845733960704,EMTOKA,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-001496,8.082574866339515,ESO26,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-001497,9.593913946637086,ESO51,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-001498,7.854806062473994,FARAGE,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001500,8.974012988574682,FLO1,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-001509,7.377731108349778,H357,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001510,8.435961895437629,H376,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001511,8.24426868309298,H413,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001513,8.524424179083942,HCA1,Cervical Adenocarcinoma,Cervix,Cervical Adenocarcinoma
ACH-001515,8.024973407408652,HCS2,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001516,8.681941137091693,HCSC1,Cervical Adenocarcinoma,Cervix,Cervical Adenocarcinoma
ACH-001517,9.591110890742751,HEC1,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-001518,8.480790201095816,HEC116,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-001519,8.134477660767928,HEMCSS,Chondrosarcoma,Bone,Chondrosarcoma
ACH-001520,8.894120494291556,HG3,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-001521,8.471431358002324,HKA1,Cutaneous Squamous Cell Carcinoma,Skin,Cutaneous Squamous Cell Carcinoma
ACH-001522,6.738497643889787,HMY1,Melanoma,Skin,Melanoma
ACH-001523,8.312066104243817,HSC1,Cutaneous Squamous Cell Carcinoma,Skin,Cutaneous Squamous Cell Carcinoma
ACH-001524,8.474963247731324,HSC5,Cutaneous Squamous Cell Carcinoma,Skin,Cutaneous Squamous Cell Carcinoma
ACH-001525,7.320394416495414,HT3,Cervical Adenocarcinoma,Cervix,Cervical Adenocarcinoma
ACH-001526,7.874858429102035,HUO9,Osteosarcoma,Bone,Osteosarcoma
ACH-001528,8.762083003567673,IHH4,Well-Differentiated Thyroid Cancer,Thyroid,Well-Differentiated Thyroid Cancer
ACH-001529,9.118785377807349,JAR,Gestational Trophoblastic Disease,Uterus,Gestational Trophoblastic Disease
ACH-001530,8.120082322320958,JEG3,Gestational Trophoblastic Disease,Uterus,Gestational Trophoblastic Disease
ACH-001532,9.078284260862803,JMURTK2,Rhabdoid Cancer,Kidney,Rhabdoid Cancer
ACH-001533,7.674969030624974,KARPAS1718,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001536,8.891115352832596,KKU100,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001538,9.057152387726868,KKU213,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001539,8.356055752420696,KML1,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001540,6.7938958825488776,KMLS1,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001541,7.527477006060396,KMS28PE,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001542,8.71049651365023,KON,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001543,9.4578938373147,KOSC2,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001547,8.105856141194579,LO68,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001548,8.01022037272037,LS,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001549,9.235176563602494,LU135,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-001550,7.922376270951378,MCC13,Merkel Cell Carcinoma,Skin,Merkel Cell Carcinoma
ACH-001551,8.059182199211692,MCC142,Merkel Cell Carcinoma,Skin,Merkel Cell Carcinoma
ACH-001552,6.687760584070346,MCC26,Merkel Cell Carcinoma,Skin,Merkel Cell Carcinoma
ACH-001554,7.433126376206435,MEL202,Ocular Melanoma,Eye,Ocular Melanoma
ACH-001555,8.78718429711903,MERO14,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001556,6.888864990178521,MERO25,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001557,7.75187875229113,MERO41,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001558,7.876516946564999,MERO48A,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001559,7.645586385913607,MERO82,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001560,7.4086269541618,MERO83,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001561,7.46996735343786,MERO84,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001562,7.842790314022407,MERO95,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001563,6.463524373271181,MM127,Melanoma,Skin,Melanoma
ACH-001566,7.441699256840265,MM370,Melanoma,Skin,Melanoma
ACH-001567,7.065119890628992,MM383,Melanoma,Skin,Melanoma
ACH-001568,7.830927120391924,MM386,Melanoma,Skin,Melanoma
ACH-001569,8.519518316548131,MM415,Melanoma,Skin,Melanoma
ACH-001570,7.723558561472103,MM426,Melanoma,Skin,Melanoma
ACH-001573,9.501936677681266,MOLM1,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms
ACH-001574,8.432040732583003,MOLM14,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-001577,9.096662452337226,MUTZ8,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-001578,7.945443836377912,NCCIT,Non-Seminomatous Germ Cell Tumor,Testis,Non-Seminomatous Germ Cell Tumor
ACH-001603,7.553898034427972,NH12,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001605,9.564130431801187,NO10,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001607,8.405524428684995,NOZ,Intracholecystic Papillary Neoplasm,Biliary Tract,Intracholecystic Papillary Neoplasm
ACH-001608,9.000084530436098,NP2,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001609,10.051888655905378,NP3,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001610,8.674298214931593,NP5,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001611,8.435045131278086,NP8,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001613,8.276264014168195,OCIAML4,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-001616,6.4589397069290975,OCILY18,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001617,8.122724479342251,OCILY7,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001618,9.459820929823191,OCIM2,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-001619,8.261060621633375,OCUG1,Intracholecystic Papillary Neoplasm,Biliary Tract,Intracholecystic Papillary Neoplasm
ACH-001622,9.316575698389569,ONDA7,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001623,9.63854451931586,ONDA8,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001624,8.670797856405645,ONDA9,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001625,7.495055528368018,OSC19,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001626,8.48952687991922,OSC20,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001627,8.157245867371566,P4E6,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma
ACH-001628,8.925317061778633,PEA1,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001630,8.48968742911156,PEO1,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001632,7.322829497628894,PEO4,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001634,7.096978636370538,PGA1,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001636,7.604145473440979,RAMOS,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001638,8.763079546427555,RCK8,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001641,7.811535251636076,SAT,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001642,5.363171077119244,SCC3,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001645,6.41886457739032,SEKI,Melanoma,Skin,Melanoma
ACH-001647,7.838132394050145,SHI1,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-001648,7.545891168032852,SHMAC4,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma
